Text,Difficulty
"C’était il y a un an, tout juste, lorsque la peur de le voir infiltrer les cellules avait poussé la ministre de la justice d’alors à des ordonnances de libérations anticipées.",C1
"Avec de nombreux professionnels, j’ai appelé, en tant que contrôleuse générale des lieux de privation de liberté (CGPL), à une vaccination massive du personnel et des prisonniers.",C1
Ce laisser-faire est d’autant plus absurde que la Cour européenne des droits de l’homme a ordonné à la France d’en finir avec sa surpopulation carcérale endémique.,C1
"Dans l’avion qui le ramenait d’Irak, lundi matin 8 mars, le pape François a commenté sa visite intense et pleine de gestes et de rencontres symboliques de trois jours au cours d’une conférence de presse.",C1
"De fait, le visage du pontife est apparu marqué et il boitait de façon importante, en raison, selon le Vatican, d’une sciatique qui le fait souffrir.",C1
"Il a laissé entendre qu’il espérait pouvoir aboutir, avec l’autorité religieuse chiite la plus prestigieuse d’Irak à un document commun du type de celui qu’il a cosigné avec le grand imam de l’université sunnite d’Al-Azhar, en 2019.",C1
"Il va non seulement tenter de découvrir la vérité sur le suicide présumé du précédent forgeron, accusé du viol et du meurtre d'une jeune fille, mais également mettre la main sur un trésor de guerre, aussi convoité que maudit, tout en renouant avec un amour de jeunesse.",C1
"Un Président de la République, condamné à l’exil, se décide à écrire ses mémoires, comme des traces d'une vie charriant des incompréhensions.",C1
"L’espace, son espace, transplanté sur une île, l’Islande, qui s’étire jusqu’aux confins de l’exil et qui rejoint des âges sur le retour.",C1
"Depuis qu’Elsa a fait une hémorragie pendant l’accouchement de Rémi, Éric ne veut plus qu’elle soit enceinte.",C1
"En même temps, le passé d’Éric le rattrape.",C1
"Éric va s’éloigner au fur à mesure d’Elsa, la mettant dans le doute, mais surtout en danger.",C1
"En le lisant vous allez comprendre pourquoi c’est la Cellule qui est à la base de la Vie sur Terre, le vrai support de la vie et même la créatrice directe.",C1
"Destiné à un large public s’intéressant à la connaissance de la Nature, ce livre est particulièrement recommandé aux enseignants des sciences biologiques !",C1
"Au niveau national, la part de patients en réanimation parmi tous ceux qui sont hospitalisés a augmenté ces dernières semaines.",C1
"Jusqu'à la mi-novembre, en fonction de la météo, notamment, et moyennant 150 euros par personne et par nuit, les visiteurs pourront s'offrir l'un des vingt « hébergements en immersion » que met en place l'établissement.",C1
Ces tanières se fondent dans la nature pour être quasiment invisibles.,C1
Cerveau et seau de plagejouent-ils les vases communicants?,C2
"Concentrés toute l’année sur les résultats scolaires de leurs enfants, les parents ne sont pas prêts à laisser les bains de mer ou de soleil délaver les tables de multiplication, les plus-que-parfait de l’indicatif et autres théorèmes de géométrie si chèrement acquis.",C2
"Pour conjurer les deux mois de vacances, ils achètent donc leur potion en librairie pour uninvestissement moyen de 7 euros.",C2
"Cela s’appellecahier de vacances, et 4,5 millions d’écoliers et d’élèves n’ont d’autre solution que de lui trouverune place dans leur valise.",C2
"Après, c’est une autre affaire.",C2
"A tel point que,parmi les parents qui ont investi dans ces produits, 4,4 % déclarent que leur enfant ne l’a jamais ouvert... et 72,2 % qu’il ne l’a utilisé qu’en partie.",C2
"Des chiffres tirés d’une des rares enquêtes sur le sujet, réalisée en 2000 (publiée en 2001) par l’Institut de recherche sur l’économie de l’éducation (Irédu) auprès des parents de 2 500 enfants de l’académie de Dijon (Côte-d’Or).",C2
"Qu’est-ce qui peut bien poser problème dansces petits livrets pourtant plutôt attractifs pour que seuls 23,4 % de leurs détenteurs arrivent au bout?",C2
"Jeune retraité de l’éducation nationale, Roger Rougier a sa réponse.",C2
"Jeune retraité de l’éducation nationale, Roger Rougier a sa réponse.",C2
"Je les ai subis, et je les ai fait subir à mes enfants, jusqu’à ce que j’ose m’en affranchir,résume cet inventeur de produitsplus ludiques.",C2
Je les ai abandonnés le jour où j’ai commencé à faire tenir des cahiers d’été à mes enfants et à créer des jeux avec eux.,C2
Je me souviens d’un été durant lequel nous nous étions beaucoup déplacés en caravane.,C2
"En quittant chaque étape, mes enfants dessinaient le lieu ou une personne qu’ils y avaient rencontrée.",C2
"A la fin des vacances, nous avons assemblé ces vignettes et créé ensemble un jeu de l’oie.",C2
"Comme support d’échange, ça a été fantastique.",C2
"Nous ne pouvions pas faire une partie sans que l’un d’eux ne raconte un épisode ou un personnage, rappelle celui qui, ni vu ni connu, a fait, par ce biais, travailler la narration à ses enfants.",C2
"Fort de ce succès, Roger Rougier a continué à développer cette approche amusante des apprentissages.",C2
"Très vite, il s’est mis à créer des fiches de logique.",C2
"Je l’ai fait pour ma classe parce que les enfants aiment raisonner, que cela les met en confiance et qu’ensuite ils sont disponibles pour une leçon, se souvient-il.",C2
"Ce qui est étonnant, c’est que les énigmes et les problèmes conçus pour la classe régalent aussi les petits vacanciers.",C2
"Explication de l’auteur: «Ce sont des jeux qui obligent à une réflexion, un travail intellectuel ; mais l’idée de jeu masque le côté labeur ».",C2
"D’autres éditeurs exploitent le créneau, et Internet regorge de sites intéressants qui permettent une approche moins scolaire, certes, mais tellement plus amusante, des mathématiques.",C2
"Comme Jean-Christophe Deledicq, un informaticien fondateur de la librairie des maths, pour qui «il y a tellement de manières d’aimer les mathématiques [qu’il propose] de nombreux produits plus ou moins littéraires, plus ou moins ludiques».",C2
"Son espace virtuel, unique en son genre, fête ses deux ans d’existence, et propose une belle collection d’alternatives au cahier de vacances.",C2
"Si j’étais parent d’un collégien, je lui conseillerais de lire cet été Le Bizarre Incident du chien pendant la nuit, de Mark Haddon (Nil et Pocket Jeunesse), de jouer au Triolet (Editions Tilsit), qui est une sorte de Scrabble des nombres, deux nouveautés intéressantes.",C2
Mais d’autres pourront préférer L’Assassin des échecs (Le Pommier) ou Les Annales du Kangourou (Editions du Kangourou).,C2
"Pour Jean-Christophe Deledicq, l’essentiel est que l’enfant se fasse plaisir tout en révisant.",C2
Français et mathématiques sont – personne ne s’en étonnera – les deux disciplines les plus révisées durant l’été.,C2
"Pour mieux maîtriser sonlangage en septembre qu’en juin, l’écrivain YakRivais propose une approche très personnelle quin’en finit pas de séduire. Cet auteur tellement lupour sa Grammaire impertinentepropose aussi...des Jeux pour lire vite(Retz). De quoi faire aimerla grammaire aux plus récalcitrants ! Qui résisteen effet au plaisir de « schtroumpfer » son texte,c’est-à-dire d’y remplacer tous les verbes d’actionet les participes passés par le verbe « schtroump-fer », correctement accordé, bien sûr ? Qui se refu-serait à trouver le plus rapidement possible le motle plus long d’un petit texte ? Ou à identifier desmots cachés...",C2
"Le tout, les mains dans les poches,puisque le principe de ces jeux, c’est que l’enfant« travaille » toujours sans crayon.",C2
"Il croit s’amuser, alors qu’il est en train de travailler!",C2
"Comme avec Les sorcières sont NRV (Ecole des loisirs), qui n’ont pas pris une ride depuis 1988, et où articles, adverbes et pronoms entrent dans une danse endiablée, ou encore avec LFHE la sorcière (Ecole des loisirs), où cette fois ce sont les adjectifs qui sont prestidigitisés.",C2
"D’autres auteurs ont exploité ce terrain comme Erik Orsenna et ses Chevaliers du subjonctif, sorti à l’automne 2004 (Le Monde de l’éducationn° 328, septembre 2004).",C2
"Pour Yak Rivais, le langage fait certes travailler le cerveau, mais aussi l’œil et l’oreille.",C2
"Celui qui, à 65 ans, apprécie toujours autant ses visites dans les classes, estime que les parents ont parfois trop négligé des choses très simples.",C2
"A ses yeux, en effet, tout commence avec les comptines, et si autant d’enfants ne maîtrisent pas suffisamment leur langue maternelle aujourd’hui, c’est qu’on a un peu oublié de les aider à développer leur oreille.",C2
"«Comment voulez-vous demander une analyse grammaticale ou parler du pronom relatif à un enfant qui n’emploie que des propositions juxtaposées?», regrette-t-il.",C2
"Le travail sur le langage doit se faire tous les jours, en aidant l’enfant à construire des phrases de plus en plus élaborées, mais aussi en lui enseignant la musicalité de la langue très jeune grâce à ces comptines, insiste-t-il.",C2
Autant d’acquis essentiels qui n’interdisent pas la révision d’un ou deux points pour l’enfant qui en a vraiment besoin ou envie.,C2
L’idéal est évidemment que le parent sache sur quelles notions son enfant a achoppé durant l’année.,C2
"Mais, attention, repartir du cours qui n’a pas été compris n’est pas la panacée.",C2
"Si les parents refont l’école à la maison, c’est perdu.",C2
C’est comme s’ils redonnaient des épinards à celui qui ne les aime pas.,C2
"S’ils s’y prennent autrement, alors c’est un plus, note Claire, une enseignante de CM2.",C2
"Comme le rappelle le directeur du laboratoire de psychologie cognitive de l’université de Clermont-Ferrand (Puy-de-Dôme), Michel Fayol, le rôle des parents n’est pas de se transformer en répétiteur, mais de répondre à un besoin ou à une envie.",C2
"Une limitation d’autant plus efficace que, comme le rappelle le chercheur, «les apprentissages distribués sont plus efficaces que les apprentissages regroupés».",C2
"Autrement dit, il ne faut pas dégainer des révisions tous les jours.",C2
"«Une fois par semaine suffit en général à ne pas oublier une ou deux choses, et un peu plus à la veille de la rentrée», estime-t-il.",C2
Juste assez pour prendre la pleine mesure du bonheur d’être en vacances!,C2
"Table ronde avec Bruno Bonnell, PDG de Robopolis, société française spécialisée dans la robotique personnelle, Richard Castelli, commissaire artistique de l’exposition «Art robo-tique» à la Cité des sciences et de l’industrie à Paris et Brigitte Munier, enseignante-chercheuse.",C2
"De façon générale, la question des robots suscite à la fois engouement et crainte chez le grand public.",C2
"Le mot « robot » a été inventé par l’auteur tchèque Karel Capek de la pièce Rossum’s Universal Robots (R.U.R), jouée en 1920, et qui mettait en scène des hommes décérébrés prenant la place des ouvriers dans les usines.",C2
Il vient de la racine slave « robota » qui signifie travail de force.,C2
De là sont nés deux mythes: le robot est un humanoïde et le robot va prendre la place de l’homme.,C2
"En parallèle, les romans et les films de science-fiction ont présenté des robots, comme les « Transformers » par exemple, aux pouvoirs surhumains.",C2
"La fascination/répulsion des robots vient du respect qu’ils inspirent pour exécuter des tâches pénibles et nous simplifier la vie, mais qui se mêle à la crainte de les voir prendre le contrôle de nos vies.",C2
"J’ai identifié trois peurs fondamentales du robot: la crainte instinctive du métal contre la chair, la crainte sociétale, presque désespérée du robot qui va voler le travail de l’homme, et, enfin, la crainte identitaire de voir le robot nous dépasser en capacités intellectuelles ou autres.",C2
Il faut juste toujours se rappeler qu’ils sont avant tout machines savantes et que l’imagination des auteurs est sans limite.,C2
"Le train, en son temps, était également craint..",C2
"Aujourd’hui ou demain, des robots seront-ils capables de remplacer les hommes au travail?",C2
Devien-dront-ils les esclaves de la société postindustrielle?,C2
Quelles tâches pourraient-ils accomplir?,C2
"Il n’y a aucune tâche que les robots ne sauront pas, un jour, exécuter, de la plus fastidieuse à la plus méticuleuse, de la plus répétitive à la plus sophistiquée.",C2
Qui aurait pensé qu’un jour les enfants de dix ans pouvaient avoir le monde dans leurs poches au bout d’un portable?,C2
"Les véhicules seront autonomes, plus besoin de chauffeurs, les opérations chirurgicales seront robotisées, les mines seront exploitées par des robots...",C2
Mais utiliser le mot esclave revient à considérer qu’ils sont autre chose que des machines.,C2
"Leurs capacités de déduction et de connexion sont certes développées, leur force mécanique est puissante, leur précision micrométrique, mais les robots restent des machines au service de l’homme.",C2
"Certains métiers vont disparaître, mais d’autres apparaître.",C2
Le maréchal-ferrant et le cocher ont dû se reconvertir.,C2
"À son essor, l’industrie de l’automobile a créé beaucoup plus d’emplois qu’elle n’en a supprimés.",C2
"Il est important d’anticiper cette «robolution» et de former les gens à des métiers d’avenir pour l’accompagner, sans drame social.",C2
L’image d’un robot esclave n’est pas neuve!,C2
"Mais on peut aussi imaginer un robot allié ou compagnon, voire amant.",C2
"Machine intelligente (capable d’apprentissage), utilisée déjà dans le contexte des loisirs, de l’éducation, de la médecine, de la police, de l’armée, de la conquête spatiale, etc., le robot est voué à exécuter toutes les tâches pour lesquelles on voudra, ou pourra, le programmer.",C2
"Il appartient à l’homme de ne pas se laisser intimider ou séduire par la puissance des robots au point de perdre le sens de la spécificité des compétences purement humaines: l’illogisme apparent propre à l’émotivité, à la sensibilité et à l’imagination symbolique rend ces facultés inimitables par des machines, même programmées pour simuler l’empathie.",C2
"Ainsi l’inaltérable patience de robots-instituteurs en Corée du Nord et au Japon convient-elle aux enfants autistes, mais nul ne sait comment évolueront les autres enfants qui n’apprennent pas à composer avec les humeurs d’un professeur humain...",C2
Cet exemple du philosophe Jean-Michel Besnier indique une voie pour méditer sur la nature des tâches que l’homme de chair ne saurait confier sans dommages à ses créatures de fer.,C2
La robotique va avoir l’effet dans l’industrie que l’informatique a eu dans le service.,C2
Il sera nécessaire de faire un effort de pédagogie pour faire adopter ces nouvelles technologies qui se banalise-ront.,C2
C’est l’enjeu de la robolution : changer d’ère industrielle et par là même changer notre perception d’un travail forcé pour un travail choisi.,C2
C’est déjà le cas avec la finance où ce sont des robots-logiciels qui prennent les décisions car ils sont les seuls à pouvoir réagir à la nanoseconde avec l’inconvénient qu’ils puissent surréagir avec les résultats que l’on sait...,C2
"Pour une entreprise de production de biens, « l’usine », ce sera toujours la raison économique qui déterminera le pourcentage et le degré d’automatisation.",C2
"Paul Andreu, l’architecte de l’aéroport de Roissy (du terminal 1 au terminal 2E-K) ainsi que de l’Opéra de Pékin entre autres, s’était demandé s’il devait installer des portes automatiques dans un aéroport qu’il était en train de concevoir comme le requérait tout aéroport digne de ce nom car, après un rapide calcul à partir des conditions locales, le coût d’achat et sur-tout de maintenance d’une porte automatique revenait plus cher que le salaire d’un portier qui pouvait nourrir une famille avec... ce que la porte était bien incapable de faire!",C2
"C’est pourquoi, il décida de remplacer les habi-tuelles portes automatiques par des portiers en superbe livrée, ce qui donna un caractère très luxueux à cet aéro-port.",C2
"L’histoire ne dit pas si, après quelques années, l’aéroport ne s’est pas débarrassé des portiers et a laissé le voyageur se débrouiller tout seul!",C2
"Pour d’autres types d’entreprises, les décisions continueront à nécessiter la présence d’humains, mais avec probablement pas beaucoup plus de compétences que celles d’un robot.",C2
Je suis persuadé que la robolution va profondément modifier notre système économique.,C2
"En ce qui me concerne, «elle ne nous donnera plus d’excuses pour ne pas avoir de temps pour l’autre».",C2
Les robots humanoïdes n’en sont qu’à leurs balbutiements.,C2
Mais un monde où humains et robots se côtoient n’est pas si lointain.,C2
"La start-up parisienne Syntheligence présente Lighty, un robot au visage d’homme pour transmettre des émotions.",C2
"Un visage humain est projeté sur un masque de plastique et s’adapte à son interlocuteur (rire, larmes, dédain, gêne, neutre...)",C2
"Lors de l’acquisition d’un robot, nous passons un pacte avec celui-ci : tu es un objet et tu ne dois pas me mettre en danger.",C2
C’est pourquoi il ne faut pas de doute : l’apparence doit rappeler qu’il s’agit bien d’une machine.,C2
"Reste que l’acceptation des robots évoluera au fil des futures générations, et pourrait même déboucher sur de l’attachement.",C2
"«Aujourd’hui nous magnifions les robots pour faciliter leur future acceptation sociale», relève le psychiatre Serge Tisseron de l’université Paris-VII, dans le magazine Les dossiers de la Recherche. Mais cette forte empathie peut avoir son revers.",C2
"Dans la série Real Humans, des hommes tombent amoureux de leur robot.",C2
"Aux Etats-Unis, des soldats risquent leur vie pour sauver de simples machines.",C2
"Intégrer les robots à notre quotidien, c’est bien, à condition de savoir les débrancher de temps en temps!",C2
"Rassurons-nous, pour l’heure, Romeo ne dispose que d’une autonomie d’une cinquantaine de minutes...",C2
